,GDP,CPI,PPI,Interest,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Diluted EPS,MA30,MA7,Walmart,S&P500
2022-10-30,0.06759746229922992,0.07757261470809462,0.10228515584388576,3.08,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,0.63,42.91340815226237,45.05816323416574,45.718109130859375,3901.06005859375
2022-10-31,0.06759746229922992,0.07757261470809462,0.10228515584388576,3.08,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,0.63,43.05039253234863,45.319849831717356,45.660362243652344,3871.97998046875
2022-11-01,0.06759746229922992,0.07757261470809462,0.10228515584388576,3.08,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,43.18545201619466,45.45367104666574,45.45504379272461,3856.10009765625
2022-11-02,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.08,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,43.31366755167643,45.527914319719585,45.15348815917969,3759.68994140625
2022-11-03,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.08,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,43.401568222045896,45.51004137311663,45.143863677978516,3719.889892578125
2022-11-04,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,43.470755386352536,45.50958360944475,45.22406768798828,3770.550048828125
2022-11-05,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,43.55683822631836,45.43900626046317,45.22406768798828,3770.550048828125
2022-11-06,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,43.656181208292644,45.36842891148159,45.22406768798828,3770.550048828125
2022-11-07,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,43.78888804117839,45.2978515625,45.69886016845703,3806.800048828125
2022-11-08,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,43.937421290079754,45.30335126604353,45.80794143676758,3828.110107421875
2022-11-09,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,44.089590581258136,45.353765215192524,44.742862701416016,3748.570068359375
2022-11-10,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,44.198129908243814,45.295104435511995,45.66999435424805,3956.3701171875
2022-11-11,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,44.301750564575194,45.37026596069336,45.740570068359375,3992.929931640625
2022-11-12,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,44.42376391092936,45.444052015032085,45.740570068359375,3992.929931640625
2022-11-13,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,44.53390744527181,45.51783806937082,45.740570068359375,3992.929931640625
2022-11-14,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,44.66383387247721,45.59162412370954,44.396385192871094,3957.25
2022-11-15,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,44.74895413716634,45.40555627005441,47.299686431884766,3991.72998046875
2022-11-16,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,44.93085110982259,45.61866269792829,47.63974380493164,3958.7900390625
2022-11-17,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,45.114031600952146,46.032502855573384,47.479339599609375,3946.56005859375
2022-11-18,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,45.262244033813474,46.290980747767854,48.194740295410156,3965.340087890625
2022-11-19,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,45.438366953531904,46.6415764944894,48.194740295410156,3965.340087890625
2022-11-20,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,45.61096076965332,46.99217224121094,48.194740295410156,3965.340087890625
2022-11-21,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,45.75457534790039,47.342767987932476,48.489871978759766,3949.93994140625
2022-11-22,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,45.90802764892578,47.927551814488005,48.663108825683594,4003.580078125
2022-11-23,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.0672545115153,48.12232644217355,48.897300720214844,4027.260009765625
2022-11-24,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.20637741088867,48.30197743007115,48.897300720214844,4027.260009765625
2022-11-25,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.33844273885091,48.50454330444336,49.105831146240234,4026.1201171875
2022-11-26,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.466017150878905,48.634699140276226,49.105831146240234,4026.1201171875
2022-11-27,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.59797592163086,48.7648549761091,49.105831146240234,4026.1201171875
2022-11-28,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.71089998881022,48.895010811941965,49.24698257446289,3963.93994140625
2022-11-29,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.828529103597006,49.00316946847098,49.07374572753906,3957.6298828125
2022-11-30,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.94038365681966,49.06183188302176,48.897300720214844,4080.110107421875
2022-12-01,0.06759746229922992,0.0713138036897829,0.08167308569713949,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.04828160603841,49.06183188302176,49.202064514160156,4076.570068359375
2022-12-02,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.17318229675293,49.105369567871094,49.15393829345703,4071.699951171875
2022-12-03,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.30653063456217,49.11224201747349,49.15393829345703,4071.699951171875
2022-12-04,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.440199788411455,49.119114467075896,49.15393829345703,4071.699951171875
2022-12-05,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.57119547526042,49.12598691667829,48.65027618408203,3998.840087890625
2022-12-06,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.685402425130206,49.04074314662388,48.085662841796875,3941.260009765625
2022-12-07,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.78078893025716,48.899588448660715,47.8354377746582,3933.919921875
2022-12-08,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.8520081837972,48.74789374215262,47.90949630737305,3963.510009765625
2022-12-09,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.92206001281738,48.563241141183035,46.7921028137207,3934.3798828125
2022-12-10,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.99036801656087,48.22583607264927,46.7921028137207,3934.3798828125
2022-12-11,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,48.027771631876625,47.88843100411551,46.7921028137207,3934.3798828125
2022-12-12,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,48.06282272338867,47.551025935581755,47.66476821899414,3990.56005859375
2022-12-13,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,48.126962661743164,47.41023908342634,47.49409866333008,4019.64990234375
2022-12-14,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,48.18541361490885,47.32572991507394,47.23004150390625,3995.320068359375
2022-12-15,0.06759746229922992,0.06410831677385809,0.06861331410718585,3.83,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,48.279868825276694,47.239244733537944,46.808197021484375,3895.75
2022-12-16,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,48.26348584493001,47.081916264125276,45.967742919921875,3852.360107421875
2022-12-17,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,48.20775248209635,46.96415056501116,45.967742919921875,3852.360107421875
2022-12-18,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,48.15736592610677,46.84638486589704,45.967742919921875,3852.360107421875
2022-12-19,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,48.08313268025716,46.72861916678293,45.98384475708008,3817.659912109375
2022-12-20,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,48.009436162312824,46.488487243652344,46.3863639831543,3821.6201171875
2022-12-21,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.9491569519043,46.33023943219866,46.750240325927734,3878.43994140625
2022-12-22,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.89116923014323,46.26169640677316,46.202816009521484,3822.389892578125
2022-12-23,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.809159469604495,46.17521340506418,46.296199798583984,3844.820068359375
2022-12-24,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.72245610555013,46.222135816301616,46.296199798583984,3844.820068359375
2022-12-25,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.63575274149577,46.26905822753906,46.296199798583984,3844.820068359375
2022-12-26,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.54209836324056,46.31598063877651,46.296199798583984,3844.820068359375
2022-12-27,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.44844398498535,46.360602787562776,46.30908203125,3829.25
2022-12-28,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.35521901448568,46.34956250871931,45.497596740722656,3783.219970703125
2022-12-29,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.23023948669434,46.17061342511858,45.7745361328125,3849.280029296875
2022-12-30,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.120265833536784,46.109430585588726,45.658607482910156,3839.5
2022-12-31,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,47.0123093922933,46.018345969063894,45.658607482910156,3839.5
2023-01-01,0.06759746229922992,0.06410831677385809,0.06861331410718585,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.89419415791829,45.92726135253906,45.658607482910156,3839.5
2023-01-02,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.777683130900066,45.83617673601423,45.658607482910156,3839.5
2023-01-03,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.66117210388184,45.7450921194894,46.241455078125,3824.139892578125
2023-01-04,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.56408933003743,45.73543112618582,46.29297637939453,3852.969970703125
2023-01-05,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.48551266988118,45.84905678885324,46.13519287109375,3808.10009765625
2023-01-06,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.420497004191084,45.900579180036274,47.26546096801758,3895.080078125
2023-01-07,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.40149777730306,46.13012967790876,47.26546096801758,3895.080078125
2023-01-08,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.38002993265788,46.35968017578125,47.26546096801758,3895.080078125
2023-01-09,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.39580853780111,46.58923067365374,46.67617416381836,3892.090087890625
2023-01-10,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.39194424947103,46.73459734235491,46.64720153808594,3919.25
2023-01-11,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.38711420694987,46.79256112234933,47.05615997314453,3969.610107421875
2023-01-12,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.36682726542155,46.9015873500279,46.63108825683594,3983.169921875
2023-01-13,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.338060251871745,46.97242954799107,46.78566360473633,3999.090087890625
2023-01-14,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.32324765523275,46.90388706752232,46.78566360473633,3999.090087890625
2023-01-15,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.322496541341145,46.83534458705357,46.78566360473633,3999.090087890625
2023-01-16,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.34976056416829,46.76680210658482,46.78566360473633,3999.090087890625
2023-01-17,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.37702458699544,46.782443455287385,46.502288818359375,3990.969970703125
2023-01-18,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.394842783610024,46.761741638183594,45.352691650390625,3928.860107421875
2023-01-19,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.37380434672038,46.51838902064732,44.7054443359375,3898.85009765625
2023-01-20,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.31777369181315,46.24329703194754,45.2560920715332,3972.610107421875
2023-01-21,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.26796875,46.02478681291853,45.2560920715332,3972.610107421875
2023-01-22,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.23641128540039,45.80627659388951,45.2560920715332,3972.610107421875
2023-01-23,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.20174102783203,45.58776637486049,45.93232345581055,4019.81005859375
2023-01-24,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.18961181640625,45.46586063929966,46.0546875,4016.949951171875
2023-01-25,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.18156140645345,45.40191759381975,45.835716247558594,4016.219970703125
2023-01-26,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.166211954752605,45.470921107700896,45.793853759765625,4060.429931640625
2023-01-27,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.14903767903646,45.62640816824777,46.14485168457031,4070.56005859375
2023-01-28,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.17061284383138,45.75337382725307,46.14485168457031,4070.56005859375
2023-01-29,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.18295669555664,45.88033948625837,46.14485168457031,4070.56005859375
2023-01-30,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.19916483561198,46.00730514526367,45.7745361328125,4017.77001953125
2023-01-31,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,-0.22,46.20302912394206,45.984764099121094,46.328399658203125,4076.60009765625
2023-02-01,0.06831358141784238,0.06340296309929161,0.05588895245746639,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,0.77,46.225355529785155,46.02386583600725,46.58601379394531,4119.2099609375
2023-02-02,0.06831358141784238,0.05957648712766894,0.02378294941819048,4.33,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,0.77,46.25626907348633,46.131051199776785,46.247894287109375,4179.759765625
2023-02-03,0.06831358141784238,0.05957648712766894,0.02378294941819048,4.58,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,0.77,46.256483713785805,46.195914132254465,45.63284683227539,4136.47998046875
2023-02-04,0.06831358141784238,0.05957648712766894,0.02378294941819048,4.58,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,0.77,46.234479395548504,46.122770581926616,45.63284683227539,4136.47998046875
2023-02-05,0.06831358141784238,0.05957648712766894,0.02378294941819048,4.58,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,0.77,46.21773452758789,46.049627031598774,45.63284683227539,4136.47998046875
2023-02-06,0.06831358141784238,0.05957648712766894,0.02378294941819048,4.58,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,0.77,46.16331405639649,45.976483481270925,45.301170349121094,4111.080078125
2023-02-07,0.06831358141784238,0.05957648712766894,0.02378294941819048,4.58,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,0.77,46.09783770243327,45.90885979788644,45.39776611328125,4164.0
2023-02-08,0.06831358141784238,0.05957648712766894,0.02378294941819048,4.58,16.66,5.5,10.13,12.34,24.43,5.62,3.85,50.51,3.13,2.38,2.33,2.33,24.03,42.11,9.64,0.77,46.03558120727539,45.77591214861189,45.15304946899414,4117.85986328125
